order_details_id,order_id,pizza_id,quantity,order_date,order_time,amount_due
31,12,cali_ckn_s,1,2015-01-01,13:04:41,12.75
30,12,cali_ckn_l,1,2015-01-01,13:04:41,20.75
34,13,mexicana_l,1,2015-01-01,13:11:55,20.25
35,14,the_greek_s,1,2015-01-01,13:14:19,12
39,15,the_greek_s,1,2015-01-01,13:33:00,12
38,15,soppressata_l,1,2015-01-01,13:33:00,20.75
37,15,five_cheese_l,1,2015-01-01,13:33:00,18.5
36,15,big_meat_s,1,2015-01-01,13:33:00,12
42,16,thai_ckn_l,1,2015-01-01,13:34:07,20.75
41,16,napolitana_s,1,2015-01-01,13:34:07,12
40,16,four_cheese_l,1,2015-01-01,13:34:07,17.95
52,17,spinach_fet_l,1,2015-01-01,13:53:00,20.25
51,17,peppr_salami_s,1,2015-01-01,13:53:00,12.5
50,17,mexicana_l,1,2015-01-01,13:53:00,20.25
49,17,mediterraneo_m,2,2015-01-01,13:53:00,32
48,17,ital_veggie_s,1,2015-01-01,13:53:00,12.75
47,17,ital_supr_m,1,2015-01-01,13:53:00,16.5
46,17,four_cheese_m,1,2015-01-01,13:53:00,14.75
45,17,five_cheese_l,1,2015-01-01,13:53:00,18.5
44,17,calabrese_m,1,2015-01-01,13:53:00,16.25
43,17,bbq_ckn_l,1,2015-01-01,13:53:00,20.75
53,18,napolitana_l,1,2015-01-01,13:57:08,20.5
55,19,sicilian_l,1,2015-01-01,13:59:09,20.25
54,19,ital_cpcllo_l,1,2015-01-01,13:59:09,20.5
57,20,five_cheese_l,1,2015-01-01,14:03:08,18.5
56,20,big_meat_s,1,2015-01-01,14:03:08,12
58,21,ital_cpcllo_l,1,2015-01-01,14:14:29,20.5
61,22,southw_ckn_l,1,2015-01-01,14:16:26,20.75
60,22,ital_cpcllo_m,1,2015-01-01,14:16:26,16
59,22,five_cheese_l,1,2015-01-01,14:16:26,18.5
62,23,southw_ckn_s,1,2015-01-01,14:19:03,12.75
66,24,prsc_argla_s,1,2015-01-01,14:23:01,12.5
65,24,pepperoni_m,1,2015-01-01,14:23:01,12.5
64,24,ital_cpcllo_m,1,2015-01-01,14:23:01,16
63,24,bbq_ckn_m,1,2015-01-01,14:23:01,16.75
68,25,thai_ckn_l,1,2015-01-01,14:44:44,20.75
67,25,sicilian_m,1,2015-01-01,14:44:44,16.25
70,26,veggie_veg_l,1,2015-01-01,14:54:26,20.25
69,26,classic_dlx_s,1,2015-01-01,14:54:26,12
73,27,spinach_fet_l,1,2015-01-01,15:11:17,20.25
72,27,classic_dlx_m,1,2015-01-01,15:11:17,16
71,27,bbq_ckn_l,1,2015-01-01,15:11:17,20.75
74,28,ckn_alfredo_s,1,2015-01-01,15:35:46,12.75
75,29,green_garden_s,1,2015-01-01,15:41:01,12
76,30,thai_ckn_l,1,2015-01-01,15:41:25,20.75
78,31,pepperoni_s,1,2015-01-01,15:50:18,9.75
77,31,mexicana_m,1,2015-01-01,15:50:18,16
82,32,ital_supr_m,1,2015-01-01,15:53:18,16.5
81,32,ital_cpcllo_l,1,2015-01-01,15:53:18,20.5
80,32,green_garden_l,1,2015-01-01,15:53:18,20.25
79,32,big_meat_s,1,2015-01-01,15:53:18,12
84,33,green_garden_s,1,2015-01-01,15:54:08,12
83,33,bbq_ckn_l,1,2015-01-01,15:54:08,20.75
85,34,the_greek_s,1,2015-01-01,16:21:21,12
89,35,thai_ckn_l,1,2015-01-01,16:32:04,20.75
88,35,pepperoni_m,1,2015-01-01,16:32:04,12.5
87,35,pep_msh_pep_l,1,2015-01-01,16:32:04,17.5
86,35,green_garden_m,1,2015-01-01,16:32:04,16
91,36,classic_dlx_m,1,2015-01-01,16:54:09,16
90,36,bbq_ckn_m,1,2015-01-01,16:54:09,16.75
93,37,mexicana_l,1,2015-01-01,16:56:09,20.25
92,37,ital_supr_l,1,2015-01-01,16:56:09,20.75
95,38,ital_cpcllo_l,1,2015-01-01,17:03:00,20.5
94,38,hawaiian_s,1,2015-01-01,17:03:00,10.5
96,39,ital_supr_l,1,2015-01-01,17:07:23,20.75
98,40,southw_ckn_s,1,2015-01-01,17:14:36,12.75
97,40,four_cheese_l,1,2015-01-01,17:14:36,17.95
100,41,green_garden_s,1,2015-01-01,17:15:20,12
99,41,four_cheese_m,1,2015-01-01,17:15:20,14.75
104,42,peppr_salami_m,1,2015-01-01,17:28:09,16.5
103,42,mexicana_l,1,2015-01-01,17:28:09,20.25
102,42,five_cheese_l,1,2015-01-01,17:28:09,18.5
101,42,big_meat_s,1,2015-01-01,17:28:09,12
107,43,peppr_salami_l,1,2015-01-01,17:38:34,20.75
106,43,ital_supr_m,1,2015-01-01,17:38:34,16.5
105,43,ckn_alfredo_m,1,2015-01-01,17:38:34,16.75
108,44,spin_pesto_s,1,2015-01-01,17:54:20,12.5
111,45,thai_ckn_m,1,2015-01-01,17:55:48,16.75
110,45,hawaiian_s,1,2015-01-01,17:55:48,10.5
109,45,four_cheese_l,1,2015-01-01,17:55:48,17.95
114,46,thai_ckn_m,1,2015-01-01,18:25:51,16.75
113,46,classic_dlx_l,1,2015-01-01,18:25:51,20.5
112,46,ckn_pesto_l,1,2015-01-01,18:25:51,20.75
116,47,veggie_veg_s,1,2015-01-01,18:26:34,12
115,47,southw_ckn_l,1,2015-01-01,18:26:34,20.75
120,48,spicy_ital_l,1,2015-01-01,18:26:42,20.75
119,48,prsc_argla_l,1,2015-01-01,18:26:42,20.75
118,48,green_garden_s,1,2015-01-01,18:26:42,12
117,48,ckn_pesto_m,1,2015-01-01,18:26:42,16.75
121,49,sicilian_l,1,2015-01-01,18:33:00,20.25
122,50,the_greek_xl,1,2015-01-01,18:41:01,25.5
124,51,pep_msh_pep_l,1,2015-01-01,18:48:28,17.5
123,51,bbq_ckn_l,1,2015-01-01,18:48:28,20.75
127,52,spicy_ital_l,1,2015-01-01,18:53:02,20.75
126,52,mexicana_l,1,2015-01-01,18:53:02,20.25
125,52,hawaiian_l,1,2015-01-01,18:53:02,16.5
129,53,spinach_supr_m,1,2015-01-01,18:54:17,16.5
128,53,pep_msh_pep_s,1,2015-01-01,18:54:17,11
131,54,thai_ckn_l,1,2015-01-01,19:01:45,20.75
130,54,prsc_argla_m,1,2015-01-01,19:01:45,16.5
133,55,spicy_ital_l,1,2015-01-01,19:03:19,20.75
132,55,peppr_salami_s,1,2015-01-01,19:03:19,12.5
136,56,southw_ckn_m,1,2015-01-01,19:07:00,16.75
135,56,mediterraneo_l,1,2015-01-01,19:07:00,20.25
134,56,classic_dlx_m,1,2015-01-01,19:07:00,16
137,57,classic_dlx_m,1,2015-01-01,19:10:51,16
139,58,pepperoni_m,1,2015-01-01,19:30:40,12.5
138,58,five_cheese_l,1,2015-01-01,19:30:40,18.5
142,59,pepperoni_l,1,2015-01-01,19:40:08,15.25
141,59,pep_msh_pep_s,1,2015-01-01,19:40:08,11
140,59,ital_veggie_s,1,2015-01-01,19:40:08,12.75
144,60,four_cheese_m,1,2015-01-01,20:05:16,14.75
143,60,ckn_pesto_l,1,2015-01-01,20:05:16,20.75
146,61,ital_supr_l,1,2015-01-01,20:08:43,20.75
145,61,bbq_ckn_m,1,2015-01-01,20:08:43,16.75
148,62,spinach_supr_m,1,2015-01-01,20:50:16,16.5
147,62,bbq_ckn_m,1,2015-01-01,20:50:16,16.75
149,63,pep_msh_pep_m,1,2015-01-01,20:51:42,14.5
150,64,big_meat_s,1,2015-01-01,20:52:08,12
154,65,spinach_supr_m,1,2015-01-01,21:16:00,16.5
153,65,spicy_ital_s,1,2015-01-01,21:16:00,12.5
152,65,sicilian_s,1,2015-01-01,21:16:00,12.25
151,65,pep_msh_pep_s,1,2015-01-01,21:16:00,11
156,66,ital_cpcllo_m,1,2015-01-01,21:47:55,16
155,66,classic_dlx_m,1,2015-01-01,21:47:55,16
157,67,southw_ckn_l,1,2015-01-01,22:03:40,20.75
160,68,ital_supr_m,1,2015-01-01,22:07:32,16.5
159,68,ital_supr_l,1,2015-01-01,22:07:32,20.75
158,68,classic_dlx_m,1,2015-01-01,22:07:32,16
161,69,bbq_ckn_l,1,2015-01-01,22:12:13,20.75
163,70,soppressata_l,1,2015-01-02,11:38:51,20.75
162,70,ital_veggie_s,1,2015-01-02,11:38:51,12.75
164,71,thai_ckn_l,1,2015-01-02,11:40:50,20.75
165,72,spinach_fet_l,1,2015-01-02,11:57:25,20.25
166,73,thai_ckn_s,1,2015-01-02,11:58:56,12.75
170,74,spinach_supr_l,1,2015-01-02,12:01:12,20.75
169,74,spin_pesto_s,1,2015-01-02,12:01:12,12.5
168,74,mexicana_l,1,2015-01-02,12:01:12,20.25
167,74,five_cheese_l,1,2015-01-02,12:01:12,18.5
173,75,napolitana_l,1,2015-01-02,12:10:15,20.5
172,75,mediterraneo_l,1,2015-01-02,12:10:15,20.25
171,75,ital_supr_s,1,2015-01-02,12:10:15,12.5
177,76,spicy_ital_l,1,2015-01-02,12:21:17,20.75
176,76,ital_veggie_l,1,2015-01-02,12:21:17,21
175,76,hawaiian_l,1,2015-01-02,12:21:17,16.5
174,76,big_meat_s,1,2015-01-02,12:21:17,12
179,77,hawaiian_m,1,2015-01-02,12:22:46,13.25
178,77,bbq_ckn_m,1,2015-01-02,12:22:46,16.75
185,78,thai_ckn_s,1,2015-01-02,12:28:14,12.75
184,78,spicy_ital_l,3,2015-01-02,12:28:14,62.25
183,78,ital_cpcllo_m,1,2015-01-02,12:28:14,16
182,78,four_cheese_l,1,2015-01-02,12:28:14,17.95
181,78,classic_dlx_s,1,2015-01-02,12:28:14,12
180,78,big_meat_s,1,2015-01-02,12:28:14,12
188,79,thai_ckn_l,1,2015-01-02,12:29:11,20.75
187,79,pep_msh_pep_s,1,2015-01-02,12:29:11,11
186,79,ital_cpcllo_l,1,2015-01-02,12:29:11,20.5
190,80,thai_ckn_m,1,2015-01-02,12:35:38,16.75
189,80,pepperoni_s,1,2015-01-02,12:35:38,9.75
191,81,thai_ckn_l,1,2015-01-02,12:40:01,20.75
195,82,veggie_veg_m,1,2015-01-02,12:45:51,16
194,82,spicy_ital_l,1,2015-01-02,12:45:51,20.75
193,82,cali_ckn_m,1,2015-01-02,12:45:51,16.75
192,82,big_meat_s,1,2015-01-02,12:45:51,12
196,83,southw_ckn_s,1,2015-01-02,12:53:27,12.75
197,84,pepperoni_l,1,2015-01-02,13:13:41,15.25
201,85,the_greek_m,1,2015-01-02,13:34:49,16
200,85,ital_supr_l,1,2015-01-02,13:34:49,20.75
199,85,classic_dlx_s,1,2015-01-02,13:34:49,12
198,85,classic_dlx_m,1,2015-01-02,13:34:49,16
202,86,hawaiian_l,1,2015-01-02,13:40:31,16.5
206,87,spinach_supr_s,1,2015-01-02,14:01:02,12.5
205,87,spinach_supr_l,1,2015-01-02,14:01:02,20.75
204,87,mexicana_m,1,2015-01-02,14:01:02,16
203,87,ital_cpcllo_m,1,2015-01-02,14:01:02,16
207,88,five_cheese_l,1,2015-01-02,14:10:08,18.5
209,89,thai_ckn_l,1,2015-01-02,14:30:19,20.75
208,89,soppressata_l,1,2015-01-02,14:30:19,20.75
211,90,thai_ckn_s,1,2015-01-02,15:08:48,12.75
210,90,sicilian_l,1,2015-01-02,15:08:48,20.25
214,91,pepperoni_s,1,2015-01-02,15:14:43,9.75
213,91,ckn_pesto_s,1,2015-01-02,15:14:43,12.75
212,91,bbq_ckn_l,2,2015-01-02,15:14:43,41.5
223,92,the_greek_m,2,2015-01-02,15:17:02,32
222,92,spinach_supr_s,1,2015-01-02,15:17:02,12.5
221,92,spinach_fet_s,1,2015-01-02,15:17:02,12
220,92,peppr_salami_m,1,2015-01-02,15:17:02,16.5
219,92,pepperoni_m,1,2015-01-02,15:17:02,12.5
218,92,ital_veggie_s,1,2015-01-02,15:17:02,12.75
217,92,ital_supr_m,1,2015-01-02,15:17:02,16.5
216,92,ital_supr_l,1,2015-01-02,15:17:02,20.75
215,92,bbq_ckn_m,1,2015-01-02,15:17:02,16.75
224,93,sicilian_m,1,2015-01-02,15:29:31,16.25
226,94,southw_ckn_s,1,2015-01-02,16:17:16,12.75
225,94,ital_cpcllo_m,1,2015-01-02,16:17:16,16
228,95,peppr_salami_l,1,2015-01-02,16:18:04,20.75
227,95,napolitana_s,1,2015-01-02,16:18:04,12
229,96,napolitana_s,1,2015-01-02,16:21:20,12
230,97,big_meat_s,1,2015-01-02,16:45:33,12
232,98,napolitana_l,1,2015-01-02,17:18:18,20.5
231,98,classic_dlx_l,1,2015-01-02,17:18:18,20.5
233,99,ital_supr_l,1,2015-01-02,17:45:42,20.75
234,100,hawaiian_l,1,2015-01-02,17:46:17,16.5
238,101,spicy_ital_m,1,2015-01-02,17:51:33,16.5
237,101,soppressata_l,1,2015-01-02,17:51:33,20.75
236,101,pepperoni_l,1,2015-01-02,17:51:33,15.25
235,101,cali_ckn_l,1,2015-01-02,17:51:33,20.75
240,102,prsc_argla_s,1,2015-01-02,17:54:04,12.5
239,102,bbq_ckn_s,1,2015-01-02,17:54:04,12.75
241,103,spinach_supr_s,1,2015-01-02,18:02:09,12.5
245,104,veggie_veg_l,1,2015-01-02,18:02:12,20.25
244,104,ital_veggie_m,1,2015-01-02,18:02:12,16.75
243,104,ckn_alfredo_m,1,2015-01-02,18:02:12,16.75
242,104,bbq_ckn_m,1,2015-01-02,18:02:12,16.75
248,105,prsc_argla_m,1,2015-01-02,18:12:01,16.5
247,105,pepperoni_l,1,2015-01-02,18:12:01,15.25
246,105,hawaiian_s,2,2015-01-02,18:12:01,21
250,106,spicy_ital_l,1,2015-01-02,18:12:13,20.75
249,106,mexicana_l,1,2015-01-02,18:12:13,20.25
254,107,veggie_veg_l,1,2015-01-02,18:25:09,20.25
253,107,spicy_ital_l,1,2015-01-02,18:25:09,20.75
252,107,ital_supr_m,1,2015-01-02,18:25:09,16.5
251,107,cali_ckn_l,1,2015-01-02,18:25:09,20.75
257,108,spinach_supr_l,1,2015-01-02,18:25:25,20.75
256,108,hawaiian_l,1,2015-01-02,18:25:25,16.5
255,108,classic_dlx_l,1,2015-01-02,18:25:25,20.5
261,109,prsc_argla_l,1,2015-01-02,18:27:50,20.75
260,109,pepperoni_m,1,2015-01-02,18:27:50,12.5
259,109,ital_supr_l,1,2015-01-02,18:27:50,20.75
258,109,ital_cpcllo_l,1,2015-01-02,18:27:50,20.5
265,110,spicy_ital_s,1,2015-01-02,18:36:19,12.5
264,110,soppressata_l,1,2015-01-02,18:36:19,20.75
263,110,napolitana_l,1,2015-01-02,18:36:19,20.5
262,110,big_meat_s,1,2015-01-02,18:36:19,12
269,111,spin_pesto_l,1,2015-01-02,18:38:01,20.75
268,111,pepperoni_m,1,2015-01-02,18:38:01,12.5
267,111,five_cheese_l,1,2015-01-02,18:38:01,18.5
266,111,cali_ckn_m,1,2015-01-02,18:38:01,16.75
270,112,pepperoni_s,1,2015-01-02,18:41:40,9.75
273,113,southw_ckn_m,1,2015-01-02,18:50:21,16.75
272,113,mexicana_l,1,2015-01-02,18:50:21,20.25
271,113,cali_ckn_l,1,2015-01-02,18:50:21,20.75
275,114,sicilian_s,1,2015-01-02,18:59:32,12.25
274,114,pepperoni_l,1,2015-01-02,18:59:32,15.25
278,115,thai_ckn_m,1,2015-01-02,19:05:17,16.75
277,115,napolitana_l,1,2015-01-02,19:05:17,20.5
276,115,big_meat_s,1,2015-01-02,19:05:17,12
279,116,five_cheese_l,1,2015-01-02,19:18:49,18.5
281,117,sicilian_l,1,2015-01-02,19:23:02,20.25
280,117,peppr_salami_m,1,2015-01-02,19:23:02,16.5
283,118,spinach_fet_s,1,2015-01-02,19:26:59,12
282,118,prsc_argla_l,1,2015-01-02,19:26:59,20.75
284,119,four_cheese_m,1,2015-01-02,19:32:29,14.75
287,120,spinach_fet_l,1,2015-01-02,19:35:07,20.25
286,120,hawaiian_s,1,2015-01-02,19:35:07,10.5
285,120,classic_dlx_s,1,2015-01-02,19:35:07,12
291,121,southw_ckn_l,1,2015-01-02,19:38:48,20.75
290,121,sicilian_l,1,2015-01-02,19:38:48,20.25
289,121,four_cheese_l,1,2015-01-02,19:38:48,17.95
288,121,bbq_ckn_m,1,2015-01-02,19:38:48,16.75
292,122,ital_supr_m,1,2015-01-02,19:50:19,16.5
293,123,ital_cpcllo_s,1,2015-01-02,20:12:09,12
297,124,the_greek_s,1,2015-01-02,20:12:34,12
296,124,spicy_ital_l,1,2015-01-02,20:12:34,20.75
295,124,sicilian_l,1,2015-01-02,20:12:34,20.25
294,124,bbq_ckn_s,1,2015-01-02,20:12:34,12.75
298,125,the_greek_xl,1,2015-01-02,20:31:06,25.5
299,126,veggie_veg_l,1,2015-01-02,20:53:42,20.25
300,127,pepperoni_m,1,2015-01-02,20:58:23,12.5
301,128,spicy_ital_s,1,2015-01-02,21:05:06,12.5
303,129,the_greek_m,1,2015-01-02,21:13:02,16
302,129,big_meat_s,1,2015-01-02,21:13:02,12
307,130,southw_ckn_s,1,2015-01-02,21:14:55,12.75
306,130,mexicana_m,1,2015-01-02,21:14:55,16
305,130,ital_cpcllo_l,1,2015-01-02,21:14:55,20.5
304,130,hawaiian_s,1,2015-01-02,21:14:55,10.5
311,131,spinach_supr_s,1,2015-01-02,21:33:10,12.5
310,131,green_garden_s,1,2015-01-02,21:33:10,12
309,131,five_cheese_l,1,2015-01-02,21:33:10,18.5
308,131,ckn_pesto_l,1,2015-01-02,21:33:10,20.75
312,132,pepperoni_s,1,2015-01-02,21:42:45,9.75
315,133,the_greek_s,1,2015-01-02,22:00:17,12
314,133,hawaiian_l,1,2015-01-02,22:00:17,16.5
313,133,bbq_ckn_l,1,2015-01-02,22:00:17,20.75
318,134,spinach_supr_s,1,2015-01-02,22:13:24,12.5
317,134,southw_ckn_l,1,2015-01-02,22:13:24,20.75
316,134,big_meat_s,1,2015-01-02,22:13:24,12
319,135,veggie_veg_l,1,2015-01-02,22:29:34,20.25
321,136,peppr_salami_s,1,2015-01-02,22:32:49,12.5
320,136,five_cheese_l,1,2015-01-02,22:32:49,18.5
324,137,spicy_ital_m,1,2015-01-03,11:34:10,16.5
323,137,pepperoni_s,1,2015-01-03,11:34:10,9.75
322,137,mediterraneo_l,1,2015-01-03,11:34:10,20.25
328,138,sicilian_m,1,2015-01-03,11:44:50,16.25
327,138,ital_veggie_l,1,2015-01-03,11:44:50,21
326,138,four_cheese_l,1,2015-01-03,11:44:50,17.95
325,138,cali_ckn_m,1,2015-01-03,11:44:50,16.75
329,139,five_cheese_l,1,2015-01-03,11:57:39,18.5
331,140,veggie_veg_m,1,2015-01-03,12:26:44,16
330,140,prsc_argla_s,1,2015-01-03,12:26:44,12.5
332,141,classic_dlx_m,1,2015-01-03,13:16:01,16
333,142,green_garden_m,1,2015-01-03,13:33:59,16
341,143,veggie_veg_m,1,2015-01-03,13:41:36,16
340,143,thai_ckn_l,1,2015-01-03,13:41:36,20.75
339,143,prsc_argla_s,1,2015-01-03,13:41:36,12.5
338,143,pepperoni_l,1,2015-01-03,13:41:36,15.25
337,143,mexicana_m,1,2015-01-03,13:41:36,16
336,143,hawaiian_l,1,2015-01-03,13:41:36,16.5
335,143,classic_dlx_s,1,2015-01-03,13:41:36,12
334,143,cali_ckn_s,1,2015-01-03,13:41:36,12.75
353,144,veggie_veg_l,1,2015-01-03,13:44:28,20.25
352,144,thai_ckn_m,1,2015-01-03,13:44:28,16.75
351,144,spicy_ital_l,1,2015-01-03,13:44:28,20.75
350,144,southw_ckn_s,1,2015-01-03,13:44:28,12.75
349,144,southw_ckn_l,1,2015-01-03,13:44:28,20.75
348,144,pep_msh_pep_s,1,2015-01-03,13:44:28,11
347,144,four_cheese_l,1,2015-01-03,13:44:28,17.95
346,144,five_cheese_l,1,2015-01-03,13:44:28,18.5
345,144,ckn_pesto_m,1,2015-01-03,13:44:28,16.75
344,144,cali_ckn_l,1,2015-01-03,13:44:28,20.75
343,144,big_meat_s,1,2015-01-03,13:44:28,12
342,144,bbq_ckn_m,3,2015-01-03,13:44:28,50.25
354,145,the_greek_s,1,2015-01-03,13:53:48,12
357,146,hawaiian_m,1,2015-01-03,14:22:10,13.25
356,146,four_cheese_m,1,2015-01-03,14:22:10,14.75
355,146,cali_ckn_l,1,2015-01-03,14:22:10,20.75
358,147,the_greek_xl,1,2015-01-03,14:32:51,25.5
359,148,mediterraneo_s,1,2015-01-03,14:40:42,12
360,149,spinach_fet_m,1,2015-01-03,14:48:45,16
361,150,pepperoni_m,1,2015-01-03,14:49:58,12.5
363,151,spinach_supr_s,1,2015-01-03,15:09:34,12.5
362,151,southw_ckn_l,1,2015-01-03,15:09:34,20.75
367,152,the_greek_m,1,2015-01-03,15:09:42,16
366,152,thai_ckn_s,1,2015-01-03,15:09:42,12.75
365,152,spinach_fet_l,1,2015-01-03,15:09:42,20.25
364,152,hawaiian_s,1,2015-01-03,15:09:42,10.5
368,153,mexicana_m,1,2015-01-03,15:16:34,16
369,154,prsc_argla_s,1,2015-01-03,15:22:43,12.5
373,155,peppr_salami_l,1,2015-01-03,15:28:59,20.75
372,155,pepperoni_l,1,2015-01-03,15:28:59,15.25
371,155,napolitana_l,1,2015-01-03,15:28:59,20.5
370,155,ckn_pesto_s,1,2015-01-03,15:28:59,12.75
375,156,thai_ckn_l,1,2015-01-03,15:42:19,20.75
374,156,napolitana_m,1,2015-01-03,15:42:19,16
379,157,spin_pesto_m,1,2015-01-03,15:43:03,16.5
378,157,sicilian_m,1,2015-01-03,15:43:03,16.25
377,157,mediterraneo_m,1,2015-01-03,15:43:03,16
376,157,ital_supr_l,1,2015-01-03,15:43:03,20.75
381,158,thai_ckn_m,1,2015-01-03,15:54:30,16.75
380,158,ital_veggie_m,1,2015-01-03,15:54:30,16.75
383,159,thai_ckn_m,1,2015-01-03,15:59:22,16.75
382,159,four_cheese_l,1,2015-01-03,15:59:22,17.95
384,160,classic_dlx_m,1,2015-01-03,16:35:33,16
387,161,the_greek_xl,1,2015-01-03,16:43:46,25.5
386,161,spicy_ital_m,1,2015-01-03,16:43:46,16.5
385,161,hawaiian_s,1,2015-01-03,16:43:46,10.5
388,162,big_meat_s,1,2015-01-03,16:51:22,12
391,163,the_greek_m,1,2015-01-03,16:54:54,16
390,163,pepperoni_l,1,2015-01-03,16:54:54,15.25
389,163,hawaiian_m,1,2015-01-03,16:54:54,13.25
393,164,pepperoni_m,1,2015-01-03,16:56:33,12.5
392,164,cali_ckn_l,1,2015-01-03,16:56:33,20.75
394,165,prsc_argla_m,1,2015-01-03,16:57:37,16.5
395,166,prsc_argla_s,1,2015-01-03,16:58:51,12.5
398,167,pepperoni_m,1,2015-01-03,17:00:49,12.5
397,167,ital_supr_m,1,2015-01-03,17:00:49,16.5
396,167,bbq_ckn_l,1,2015-01-03,17:00:49,20.75
400,168,veggie_veg_m,1,2015-01-03,17:02:27,16
399,168,big_meat_s,1,2015-01-03,17:02:27,12
403,169,sicilian_m,1,2015-01-03,17:15:48,16.25
402,169,ital_cpcllo_s,1,2015-01-03,17:15:48,12
401,169,four_cheese_l,1,2015-01-03,17:15:48,17.95
404,170,hawaiian_l,1,2015-01-03,17:21:31,16.5
405,171,napolitana_m,1,2015-01-03,17:23:03,16
408,172,thai_ckn_l,1,2015-01-03,17:29:24,20.75
407,172,spinach_supr_m,1,2015-01-03,17:29:24,16.5
406,172,napolitana_s,1,2015-01-03,17:29:24,12
411,173,veggie_veg_l,1,2015-01-03,17:35:30,20.25
410,173,classic_dlx_m,1,2015-01-03,17:35:30,16
409,173,cali_ckn_m,1,2015-01-03,17:35:30,16.75
415,174,ital_cpcllo_m,1,2015-01-03,17:37:49,16
414,174,cali_ckn_m,1,2015-01-03,17:37:49,16.75
413,174,cali_ckn_l,1,2015-01-03,17:37:49,20.75
412,174,big_meat_s,1,2015-01-03,17:37:49,12
416,175,ital_supr_l,1,2015-01-03,17:50:51,20.75
418,176,peppr_salami_m,1,2015-01-03,17:51:57,16.5
417,176,cali_ckn_l,1,2015-01-03,17:51:57,20.75
420,177,thai_ckn_l,1,2015-01-03,17:54:36,20.75
419,177,napolitana_s,1,2015-01-03,17:54:36,12
421,178,peppr_salami_l,1,2015-01-03,18:15:03,20.75
424,179,veggie_veg_s,1,2015-01-03,18:20:14,12
423,179,sicilian_m,1,2015-01-03,18:20:14,16.25
422,179,hawaiian_l,1,2015-01-03,18:20:14,16.5
426,180,prsc_argla_l,1,2015-01-03,18:33:34,20.75
425,180,classic_dlx_l,1,2015-01-03,18:33:34,20.5
427,181,mexicana_l,1,2015-01-03,18:49:32,20.25
429,182,peppr_salami_l,1,2015-01-03,18:50:10,20.75
428,182,brie_carre_s,1,2015-01-03,18:50:10,23.65
432,183,spin_pesto_s,1,2015-01-03,18:54:55,12.5
431,183,spin_pesto_l,1,2015-01-03,18:54:55,20.75
430,183,napolitana_m,1,2015-01-03,18:54:55,16
433,184,hawaiian_l,1,2015-01-03,18:59:05,16.5
435,185,spin_pesto_s,1,2015-01-03,19:08:33,12.5
434,185,sicilian_m,1,2015-01-03,19:08:33,16.25
439,186,thai_ckn_l,1,2015-01-03,19:36:00,20.75
438,186,spin_pesto_l,1,2015-01-03,19:36:00,20.75
437,186,southw_ckn_l,1,2015-01-03,19:36:00,20.75
436,186,mexicana_l,1,2015-01-03,19:36:00,20.25
441,187,spin_pesto_l,1,2015-01-03,19:37:12,20.75
440,187,five_cheese_l,1,2015-01-03,19:37:12,18.5
444,188,peppr_salami_l,1,2015-01-03,20:08:39,20.75
443,188,pepperoni_s,1,2015-01-03,20:08:39,9.75
442,188,five_cheese_l,1,2015-01-03,20:08:39,18.5
446,189,thai_ckn_s,1,2015-01-03,20:12:14,12.75
445,189,big_meat_s,2,2015-01-03,20:12:14,24
450,190,prsc_argla_l,1,2015-01-03,20:14:23,20.75
449,190,pep_msh_pep_s,1,2015-01-03,20:14:23,11
